balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
23,semantic_structural,products_data.csv|__unknown__|seller_id:697925||products_data.csv|__unknown__|seller_id:697927,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,7.115248,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.852595,0.999839,T: 马来西亚护照手持护照6套 || 马来西亚护照手持护照6套 | D: 马来西亚护照主页，封面手持护照拍照 大部分都是高清，可能有少部分不是高清 大部分都在有效期内，少部分可能过期了 不以过期为由退款 适合各类需要马来西亚护照认证的项目，业务自测（不包） 正反手持能做很多项目了 已设置自动发货，拍下付款会自动发货 图片下面有全部在售清单 | C: 虚拟物品,T: 西班牙护照手持护照9套 || 西班牙护照手持护照9套 | D: 西班牙护照主页，封面手持护照拍照 大部分都是高清，可能有少部分不是高清 大部分都在有效期内，少部分可能过期了 不以过期为由退款 适合各类需要西班牙护照认证的项目，业务自测（不包） 正反手持能做很多项目了 已设置自动发货，拍下付款会自动发货 图片下面有全部在售清单 | C: 虚拟物品,pending,,,
24,semantic_only,products_data.csv|__unknown__|seller_id:579776||products_data.csv|__unknown__|seller_id:645809,sockpuppet_primary,medium,profile_lexical_neighbor,2.633814,alias_missing,true,__unknown__,__unknown__,,,,,,常规服务与操作,,0.283227,0.467226,T: A_侦探找人定位查户籍手机号外卖地址 || A_侦探找人定位查户籍手机号外卖地址 | D: 清楚可以直接拍 小本生意请你善良 一份是50元需要什么请拍数量 每天在线时间早10点-24点 【特价区域】 名下手机号码：拍2份 提供身份证+姓名 名下支付宝绑定手机号码：拍3份 提供身份证+姓名 超过5单 量大有优惠 【个人基本信息类】 个人户籍-提供身份证号码-(拍2份) 全家户籍-提供身份证号码-(拍15份... | C: 常规服务与操作,T: 搭建对标不夜城的网站 || 24小时查询服务 | D: 部分业务隔天 【个人基本信息类】 个人户籍-提供身份证号码-(拍1份) 全家户籍-提供身份证号码-(拍10份) 模糊查询-提供大概年龄+地区+名字(拍6份) 犯罪记录-提供身份证号码-(拍5份) 网逃记录-提供身份证号码-(拍5份) 开房同住记录-提供身份证号码-拍30份)（打码带系统查询时间） 开房记录-提供身... | C: 技术服务[非教程] || 常规服务与操作,pending,,,
25,text_clone_primary,products_data.csv|__unknown__|seller_id:569984||products_data.csv|__unknown__|seller_id:640120,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone,10.807752,alias_missing,true,__unknown__,__unknown__,,,,,前提是需要你自己安装到被控端手机上，这个自己想办法,技术服务[非教程],,0.830905,0.411161,T: 监听别人手机信息微信qq聊天记录实时定位汇报 || 监听别人手机信息微信qq聊天记录实时定位汇报 | D: 本软件通过邮箱服务监听，达到定时汇报监控别人微信QQ短信等聊天记录，还有定时汇报定位，录音等功能 | C: 技术服务[非教程] || 教程与文档,T: 实时监控她人微信QQ短信等聊天记录 || 实时监控她人微信QQ短信等聊天记录 | D: 通过邮箱服务监听，达到定时汇报监控别人微信QQ短信等聊天记录，还有定时汇报定位，录音等功能 | C: 技术服务[非教程],pending,,,
26,semantic_structural,products_data.csv|__unknown__|seller_id:627339||products_data.csv|__unknown__|seller_id:632849,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,7.08227,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.884733,0.886936,"T: 币圈注册用户一美国一肯塔基州一5万条50美金2 || 币圈注册用户一美国一肯塔基州一5万条50美金2 | D: 币圈注册用户一美国一肯塔基州一kentucky一5万条50美金2 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 币圈注册用户一美国一印第安纳州一9万条90美金 || 币圈注册用户一美国一印第安纳州一9万条90美金 | D: 币圈注册用户一美国一印第安纳州一indiana一9万条90美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
27,semantic_only,products_data.csv|__unknown__|seller_id:520046||products_data.csv|__unknown__|seller_id:61706,sockpuppet_primary,medium,profile_lexical_neighbor,2.626202,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.282544,0.465469,T: 香港身份证正反加手持身份证7套_自动发货 || 香港身份证正反加手持身份证7套_自动发货 | D: 香港SFZ正反_手持SFZ自动发货 已设置自动发货，拍下付款会自动发货 麻烦买家收到货后第一时间放款，谢谢 虚拟物品具有复制性，拍下后，概不退款~ 概不退款~ | C: 虚拟物品 || 教程与文档,T: 21000条香港身份证文本姓名电话邮箱地址证件号 || 21000条香港身份证文本姓名电话邮箱地址证件号 | D: 2.1W条香港身份证文本姓名电话邮箱地址证件号 内容包含姓名，证件号码，手机号码，邮箱，地址 个别文本信息可能没有邮箱或者详细地址或手机号码 此2.1万香港文本里面可能有小部分包含香港关键字的国内地区文本 当然是小部分，大部分是香港的，能接受的在拍下 所以不以以上两点为理由退款 已设置自动发货，拍下付款会自动发货... | C: 虚拟物品,pending,,,
28,text_clone_primary,products_data.csv|__unknown__|seller_id:504679||products_data.csv|__unknown__|seller_id:569161,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,10.699824,alias_missing,true,__unknown__,__unknown__,,,,,提供微信原始ID或者微信号QQ号即可，提取指定微信QQ好友列表-- 五个起2200 BCQP欢迎大佬来询,常规服务与操作,,0.743846,0.618374,T: 提取微信QQ好友 || 提取微信QQ好友 | D: 量大另谈 客户可搜索微信号添加其为好友，也可转换二维码添加 | C: 常规服务与操作,T: 全家户籍查询同户口查询 || 微信qq好友列表提取 | D: 量大另谈 备注内容（2000个好友）全网独家 客户可搜索微信号添加其为好友，也可通过技术转换二维码添加 @有疑问留言咨询 | C: 常规服务与操作,pending,,,
29,semantic_structural,products_data.csv|__unknown__|seller_id:531474||products_data.csv|__unknown__|seller_id:597859,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,6.91414,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.879584,0.818318,T: 加拿大华人华侨留学生数据 || 加拿大华人华侨留学生数据 | D: --------------------- ↓ 交易编号---45809-----币圈注册用户美国密西西比州2万条20美金 交易编号---45382-----山西省_运域市一女性身份证四要素17461条2701美金 交易编号---45219-----河南省_南阳市女性身份证四要素33025条5108美金 交易编号... | C: 虚拟物品,T: 澳大利亚金融客户90万条900美金 || 澳大利亚金融客户90万条900美金 | D: ↓ 交易编号---45809-----币圈注册用户美国密西西比州2万条20美金 交易编号---45382-----山西省_运域市一女性身份证四要素17461条2701美金 交易编号---45219-----河南省_南阳市女性身份证四要素33025条5108美金 交易编号---46455-----印度博彩5000条... | C: 虚拟物品,pending,,,
30,semantic_only,products_data.csv|__unknown__|seller_id:660581||products_data.csv|__unknown__|seller_id:69254,sockpuppet_primary,medium,profile_lexical_neighbor,2.525614,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.261463,0.478418,T: 美国驾照98套打包出售98套只要10美元超高性价比 || 美国驾照98套打包出售98套只要10美元超高性价比 | D: 美国驾照98套打包出售，有些正反面都有，有些只有正面，少量过期，超高性价比 | C: 虚拟物品,T: 可以接受定制高性价比四件套，银行卡，身份证，手机卡，u盾！ || 可以接受定制高性价比四件套，银行卡，身份证，手机卡，u盾！ | D: 可以接受定制高性价比四件套，银行卡，身份证，手机卡，u盾 | C: 实体发货商品,pending,,,
31,text_clone_primary,products_data.csv|__unknown__|seller_id:523073||products_data.csv|__unknown__|seller_id:523216,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,10.638982,alias_missing,true,__unknown__,__unknown__,,,,,↓ 交易编号---47321-----宝妈女性京东购物面膜2000条50美金 交易编号---44211-----广西省女性身份证四要素134688条20836美金 交易编号---46793-----河南车主数据2000条测试20美金 交易编号---45568-----墨西哥未发的30万华人华侨女性十万条7800美金ok 交易编号---44644----...,虚拟物品,,0.723876,0.647863,"T: 国际加拿大女性华人华侨数据 || 国际加拿大女性华人华侨数据 | D: 最新采集加拿大女性华人华侨1700条200美金 ""↓ 本商品【拍后自动网盘发货】,【商品底部链接直接下载】 拍完商品，及时下载收货核实，在拍后10分钟内主动放款的，留言给我，数据买一份送一份等价商品【量大的一次买10个商品送20个商品，买100个送500个】 下面是商品的目录清单，大家选择下列商品，都是网盘秒发货... | C: 虚拟物品","T: 国外华人华侨一德国一中文一女性20万一10一万条1560美金 || 国外华人华侨一德国一中文一女性20万一10一万条1560美金 | D: 日本华人华侨男性女性14万条1000美金 ""↓ 本商品【拍后自动网盘发货】,【商品底部链接直接下载】 拍完商品，及时下载收货核实，在拍后10分钟内主动放款的，留言给我，数据买一份送一份等价商品【量大的一次买10个商品送20个商品，买100个送500个】 下面是商品的目录清单，大家选择下列商品，都是网盘秒发货，全年... | C: 虚拟物品",pending,,,
32,semantic_structural,products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:524490,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,6.862852,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.887318,0.769472,T: 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 || 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 更新的泰国华人华侨数据 || 更新的泰国华人华侨数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,pending,,,
33,semantic_only,products_data.csv|__unknown__|seller_id:504232||products_data.csv|__unknown__|seller_id:608071,sockpuppet_primary,medium,profile_lexical_neighbor,2.464908,alias_missing,true,__unknown__,__unknown__,,,,,,实体发货商品,,0.258147,0.458013,T: 超简单超快捷停车场道闸遥控器复制器 || 接亡单不成功不收费 | D: 有专用扑克牌（和街上买的一模一样），扫描设备（体积很小，放牌桌上），主机（放衣服裤子袋里），发牌打色后戴在耳朵的微型耳机就会传来哪家赢的信息（斗牛），然后你马上把钱押在那家上 | C: 实体发货商品 || 常规服务与操作,T: 氯硝西泮为强效安眠药7粒 || 氯硝西泮为强效安眠药7粒 | D: 氯硝西泮为强效安眠药，药力相当于普通安眠药五倍，真正药房直接取出的 | C: 实体发货商品,pending,,,
34,text_clone_primary,products_data.csv|__unknown__|seller_id:560483||products_data.csv|__unknown__|seller_id:598085,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,10.566342,alias_missing,true,__unknown__,__unknown__,,,,,拍下后提供psd正反模板下载链接 可以远程协助完成出货发货信息里面有10元正反模板，材料机器选择及做旧处理方法，长期在线，欢迎咨询 || 已经调好颜色，按照我提供的机器及墨水型号可直接出货,技术服务[非教程],,0.722979,0.614234,T: APP过人脸识别技术教程软件自动发货 || 小额假币模板加技术30刀出自动发货 | D: 机器二手的七八百块钱，除了电脑总投资不超过1000块钱就能出货 利润合适也可以当面教 24小时内放款赠送5元模板一份 清晰度颜色无可挑剔 请主动放款，无其他问题请勿挂起交易 纸张，机器及墨水的选择，新技术，自带防伪线 做旧方法等资料仿真度达95以上 做旧之后更是能以假乱真 | C: 技术服务[非教程] || 教程与文档,T: 网站网店引流软件送网店刷单软件 || 接亡单你出钱我杀人 | D: 机器二手的七八百块钱，除了电脑总投资不超过1000块钱就能出货 利润合适也可以当面教 清晰度颜色无可挑剔 请主动放款，无其他问题请勿挂起交易 纸张，机器及墨水的选择，新技术，自带防伪线 做旧方法等资料仿真度达95以上 做旧之后更是能以假乱真 | C: 技术服务[非教程] || 常规服务与操作,pending,,,
