synthetic_pair_uid,synthetic_seller_uid,side,source_seller_uid,source_item_uid,source_row_number,content_signature
synthetic://step22/v1/positive/p00007/left||synthetic://step22/v1/positive/p00007/right,synthetic://step22/v1/positive/p00007/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:439780,market_item.xlsx|bbc8875f24564b9956c648df03beecb41795029c,316613,abcbf07edb6cb1d60e4a400d6793b6729ae73c9bf34dea7ecac831c19091e605
synthetic://step22/v1/positive/p00007/left||synthetic://step22/v1/positive/p00007/right,synthetic://step22/v1/positive/p00007/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:439780,market_item.xlsx|5ff31e435c703ffdf485e6d7325144827ece906d,318234,5f1336695c51d8b8ca4455a1c8d07cddf6243b391cf12d2a4b333a02df0ddf35
synthetic://step22/v1/positive/p00008/left||synthetic://step22/v1/positive/p00008/right,synthetic://step22/v1/positive/p00008/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/462491,market_item.xlsx|ede8d95275ccc4c9f618d1fc82a7c8923099d90b,312746,5a1db58ae87c0c2565d3106b49e6dc03a755543bb0b831699e73d81ed6b0bf46
synthetic://step22/v1/positive/p00008/left||synthetic://step22/v1/positive/p00008/right,synthetic://step22/v1/positive/p00008/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/462491,market_item.xlsx|8c6c45afc535b4206b102e7d6f0f1a68387a79f4,313535,e42a9427ba774f3d7be5d66f8f70747fba9e4996bca863239b6bf64ce859aa28
synthetic://step22/v1/positive/p00008/left||synthetic://step22/v1/positive/p00008/right,synthetic://step22/v1/positive/p00008/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/462491,market_item.xlsx|5cf3269359ee29312f9b3cb6ee1e7cd42c5e32c3,309634,9a8df7bcf952197db8ef4c905aa58dc4cd4f08483fcd8ec989b3f9b7d80be72d
synthetic://step22/v1/positive/p00008/left||synthetic://step22/v1/positive/p00008/right,synthetic://step22/v1/positive/p00008/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/462491,market_item.xlsx|85e1464fb0bc9ce1ca4c67142cb5270174c3b60e,314803,bb61dd2543ca96605f375dad0ad329ef55299f019b2ee254ecc0c141c4f964f4
synthetic://step22/v1/positive/p00008/left||synthetic://step22/v1/positive/p00008/right,synthetic://step22/v1/positive/p00008/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/462491,market_item.xlsx|b758533ffcc539af7fd0f5e0bc03e70f972ac080,309229,3d9f3b46a02b90b2b1d742b698e1d25a3fadf5386e64a71c84329d9aec160031
synthetic://step22/v1/positive/p00008/left||synthetic://step22/v1/positive/p00008/right,synthetic://step22/v1/positive/p00008/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/462491,market_item.xlsx|b244dd7f788d3e1f7a2089c95be1432b21279470,313331,041afd6b18dee24961ad2a799a6b3263d37fe1169291a8b7336bc68002297045
synthetic://step22/v1/positive/p00008/left||synthetic://step22/v1/positive/p00008/right,synthetic://step22/v1/positive/p00008/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/462491,market_item.xlsx|704b769ae3774359f2b2a78787d8916b568a9306,308030,435efbd1410c2d0b8621da86f662f45244b12d36d0783fb026a9717307b8add8
synthetic://step22/v1/positive/p00009/left||synthetic://step22/v1/positive/p00009/right,synthetic://step22/v1/positive/p00009/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:565911,market_item.xlsx|d61c0758d6a38285abd321c0dee5f4b840563fdc,317736,59b130b00104bd4969f0a618a75c505025f00c813c5916727fccff2356743954
synthetic://step22/v1/positive/p00009/left||synthetic://step22/v1/positive/p00009/right,synthetic://step22/v1/positive/p00009/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:565911,market_item.xlsx|18a54c0ac4c9d47d37367b98c76150baab1d6ff5,321544,0966b585fc8edf7afdf93290b18b7035ac76e02b3ac06769d789b4012fa25a25
synthetic://step22/v1/positive/p00009/left||synthetic://step22/v1/positive/p00009/right,synthetic://step22/v1/positive/p00009/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:565911,market_item.xlsx|7051046f8a1ae3185b5d45acafce9aaf30fdf4e5,323108,19c47ea1072446929ebb2c7ed006ca6de4d154460731f4b8377f40c047629fb9
synthetic://step22/v1/positive/p00009/left||synthetic://step22/v1/positive/p00009/right,synthetic://step22/v1/positive/p00009/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:565911,market_item.xlsx|2fa6d6dcc52de089c53b873ce0ffe6352110e726,324586,b776a85241e27bfc7478f057e6ec43297e32622c1fb4453a18c46be9702c6536
synthetic://step22/v1/positive/p00009/left||synthetic://step22/v1/positive/p00009/right,synthetic://step22/v1/positive/p00009/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:565911,market_item.xlsx|8508e09f0000abb50ff05f8db6e7f2860e6bcb40,320001,72f19b099ead10ae71b777215ead12b70a61c7df9ffa5bf88122fe91065bff6c
synthetic://step22/v1/positive/p00009/left||synthetic://step22/v1/positive/p00009/right,synthetic://step22/v1/positive/p00009/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:565911,market_item.xlsx|b6e7be08dc68116b27f5cc92645bd0b08f2f19dc,323179,7ea5f9d1849e427d7f761e066d62e6dabbab6db6b7d6e8af17c0d5875a19dbdc
synthetic://step22/v1/positive/p00010/left||synthetic://step22/v1/positive/p00010/right,synthetic://step22/v1/positive/p00010/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:78669,market_item.xlsx|b8c8af8d129e6fc33c3b3796b23635a82f50d4cc,316577,ed8ec5d56e3ab163575066314b5e08823f35aa7fbb1354144f96b80db6b84a92
synthetic://step22/v1/positive/p00010/left||synthetic://step22/v1/positive/p00010/right,synthetic://step22/v1/positive/p00010/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:78669,market_item.xlsx|1b2d8c95b5fe48eb61c0010e975df34234388ed5,322916,52b37b2db55d790d10b309c1fe1f500e192b47e1b78ade1fd5e4135bcd9b5086
synthetic://step22/v1/positive/p00010/left||synthetic://step22/v1/positive/p00010/right,synthetic://step22/v1/positive/p00010/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:78669,market_item.xlsx|8338d55dafb4872d30e9c6fb6ac1ba38b92a0897,315789,5be98854a23130555407ff22d937ca487ed85deabade2d9e1619e0ed2b0c28c7
synthetic://step22/v1/positive/p00010/left||synthetic://step22/v1/positive/p00010/right,synthetic://step22/v1/positive/p00010/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:78669,market_item.xlsx|512acd9ad1b7f8d4245b619eb21bea198629ee76,317808,fb57deb31d9dacded2d5c31bea8460a66519ddb27aa79220ad5ff1196dd2da09
synthetic://step22/v1/positive/p00010/left||synthetic://step22/v1/positive/p00010/right,synthetic://step22/v1/positive/p00010/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:78669,market_item.xlsx|abf77af608df6438978b9670e32393da0c7997de,320795,fe586ab263e35375cc52e30c300bdb25fe20431aa403ad181bf439ce2b689ce0
synthetic://step22/v1/positive/p00010/left||synthetic://step22/v1/positive/p00010/right,synthetic://step22/v1/positive/p00010/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:78669,market_item.xlsx|379eb68324430a74f3ff7a0190429bf31f1d3d2b,324800,4f6e810b326111e3aba3830e5ef5c2cfc60c90ddcbcdd1b312bfa4ef57778df4
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|c165b947a094773a07fa717224801214be02b52c,323961,7e1047875484d63ce0932e1ecd75228299e95dc946cee37c23b94f68713b7bb4
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|12624eec9a0c7e013275b23ea01c99de0d692a1a,320836,204cfb4590116e5d7587253389aadcbad244081e51dae1afd80e6753d6ed99bb
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|a1ebfbcbf524eac6b862190d3b1073e526074698,315513,eb7dd7be64a271e9b7a4f84864e455faa8fb6c399837796f1a047966f0a2f721
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|50070bbb62bc427ba557b2e7f868d8f7c241b748,320692,b52558cbe486416d2a19952f864b5c9efedfbeeff1fb3c12dc3d5a67c39a6f84
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|6ef6f793f840fb7e54641439b4911c0c0bf97051,317832,9464a8742e9f0539ce16fc10b0aae14de0277edbf99486ffd611c226bed2c6a2
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|f52f184bdaba44ce3410c3ba42259e5b177f4553,323194,e3aa6741c8a3c00ddbdd2fc2e476a85d1414000ba26a2299d2912153f5f18f6a
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|4183306bc245269d8e656d74b81b0eddb114bab0,316181,c2c87fe86c2da5051619c7eea17883fc5df492d8094e096a3461e155b0193cc7
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|ad018005a61ac626987fc71cf465d4e996044acb,321299,e59ad85f297da22fc813bfa752d64bc7ac9f37172628342032d96642b543dbcf
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|cdb04860a203714a9ab57e59af7fa16a028cb8ac,315752,043f56f7846fd7b3a8a1ab336fb7df618dc5a1863d1aca8b85c2d3ffafde8fc6
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|2e102a42e321574adfed9ac0edfbcdb8b1657d98,324089,55ff2735a540f8cf4ae981b8d676650d2cacde57a320758693766a46d9c59592
synthetic://step22/v1/positive/p00011/left||synthetic://step22/v1/positive/p00011/right,synthetic://step22/v1/positive/p00011/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:483508,market_item.xlsx|10ae9a5809b0d6f19f2fb01681c0986087cb6954,322042,ef53d4daa92868397d0088048d7d6bcdd6383d4f2b471e2d610f1de4f5813f77
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|5d713b509518a36fce77f22255a622b60c59760f,310040,d7c9840f8a9aca6f27b1e3bdf8078699852b67b495c4498f1b01a2fff734ec3d
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|dc8ee71588abf08452f74d6973ced95325d71006,309151,a0077fc35c33fac322f5a6eb540bee19a7c9ca8c8c19092b0a20532ae8154e6c
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|d465a2269b612180fd0658d0ae944a9d49c45ca9,311432,b9efaa17f15d6c81d9fac7c8a36202773120091bdde29fc869ea0d2ecc762d1d
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|24efa9f6d59ede9b1c0dace99d7bb23a77891fe7,311074,2cb7e09e9363884dc01cfbd3bd509d553a45df1e1abcda1a9241e6992e5e220e
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|90e418b0c4265b5548d4ea51967a3f2be25ab1a1,310400,e4ea485a36ba269a495b5338f67926591cd4a890a523895146a1827f76310c14
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|f14d5fc6293c99b0ef57df4be0ee0447969dab07,312377,46befba24a299489c52fe43fcdf044cf8922842200b4a5a788793dec4060c353
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|c7143c02248d842c03899885195683127ea8aaee,313783,3347afc2dedb1393db8490aeffbd303df913a33f80109f0be0d7ede13374a859
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|74416d78f68d6849aa0404255590dfe3f59c3f52,309132,6426a0301b11450fbad3fa7603e5b8d8242c5c64bcd7877d6ac2fd0f54385e34
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|fe99292a46873c910e1d1cfd9cce28a3482ae4e8,310332,21d80ceacffb2add995d527da9a36d6a8832d7568590175f4b5a3bc1f1ff6776
synthetic://step22/v1/positive/p00012/left||synthetic://step22/v1/positive/p00012/right,synthetic://step22/v1/positive/p00012/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/444606,market_item.xlsx|0d8560fe094d253f5a787c12237dff7cf0f785e0,307572,9af22e489e7ffc70b4c6fa2090d8d03c86d2926f60f67ddb6648241a9ae5b8eb
synthetic://step22/v1/positive/p00013/left||synthetic://step22/v1/positive/p00013/right,synthetic://step22/v1/positive/p00013/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:38595,market_item.xlsx|71b39113713451ae660ea3e66ca7860f8b0e45c5,318377,e6ae7cc480238bee95c3936a23472a34b9dc4f2ba2afc91fc67afe98a3b265a7
synthetic://step22/v1/positive/p00013/left||synthetic://step22/v1/positive/p00013/right,synthetic://step22/v1/positive/p00013/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:38595,market_item.xlsx|8604e61c224c25b0c0bc9b3d07592180acb34937,318379,23430de93104f73110335c3e72134b9961b8298f7ac0b33c243dab6af35145be
synthetic://step22/v1/positive/p00013/left||synthetic://step22/v1/positive/p00013/right,synthetic://step22/v1/positive/p00013/left,left,market_item.xlsx|中文暗网交易市场|seller_raw:38595,market_item.xlsx|75d13a39840ad2f7fd4fe9fcbb6020ffcaf764b5,318641,0bede4e281c0028f5cb46f213e05eed145fa9047c01ecfb884d1f2a84735e274
synthetic://step22/v1/positive/p00013/left||synthetic://step22/v1/positive/p00013/right,synthetic://step22/v1/positive/p00013/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:38595,market_item.xlsx|a31e42cc58c77fe04b5cc0aff192feeb80af3d6d,316737,1fef0929a0bd91e7ccfc37eb0877839ca726cd80806c220a8887a6ca51d67a78
synthetic://step22/v1/positive/p00013/left||synthetic://step22/v1/positive/p00013/right,synthetic://step22/v1/positive/p00013/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:38595,market_item.xlsx|4944ca4308367d05fc4657fa6c4bc1f2fc403f92,321262,0a8b38e4866f216fc13f655f9bfd3bda475937b4e4699bd5f1fa149bb511dd5c
synthetic://step22/v1/positive/p00013/left||synthetic://step22/v1/positive/p00013/right,synthetic://step22/v1/positive/p00013/right,right,market_item.xlsx|中文暗网交易市场|seller_raw:38595,market_item.xlsx|16e6b60cb931d255a24648ff0e4cbc762215583c,317160,925f3ef2550d5c24e3fbd854005f30da9ec9cb2966f87752743be509d4b4a8a1
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|da5b5f438326a96822b64578dc8005aa9b59c170,313899,75e7cea9d8b178ab88a1750416553b4043337d77c338748d1874eb4638d0fb2d
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|ba19534784868647105a771d52ac6cb8e2c21d16,307975,4d3fb8771426bef798e2cf2e11307a832eee8d2bc69b2005323b5585126f90c8
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|19fb7d0d47999c69da0394b4099f35b99d639ebe,312312,c07b6ba04cf83de61b111c65459a5380839d0e95d9358d2f2453862d5eaea88a
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|3cbf141e8ea3d9c0e7f2c18c8a1362981985f35c,311505,d5242ebabb4de52795fab17567d8ea6028cdee87610c3ba59f2adc958b2abcc4
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/left,left,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|4bed74ffee3dac89f6edc63134059625d07b3309,308560,9ecead9cb3446ef5e0a26aa6e57536e6d6acde8cf5e14705a013e115180d2ffa
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|0faf8eb7fb8bc6f61b0f56dce819c6b89f7de34a,310802,a3a95e49eb4c2189e4c14fd27cbae0b1518e7f4f48f4b6f1b66b8cc59f68a27d
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|7841c4bc7db35e685d48753505b0eff9cef35e7b,311732,576594ca2c866290e670293b29ed070d1735fef87f603da32ea6caf9a1c7c086
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|4099dd199ad6df4b7942b51a7f63486a2fd35b8a,314939,70eea1631498e75008730fe074233344f1b9c96bbcd942df9f9018fb6eb55a05
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|65996624a56ed74987ffaa8009359ec1bb3abdca,311823,f4e7c3fbeb02795e1254062a34769d3497ecf6d0b64d2c40bfa5da3e9b72911d
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|bd64fc3522e3539e540b2d145920c4644e4c9214,313395,80a6d887be7beea54a824e9ee7df9e5498934f0fa7634a1cb90adbbd3eebbe60
synthetic://step22/v1/positive/p00014/left||synthetic://step22/v1/positive/p00014/right,synthetic://step22/v1/positive/p00014/right,right,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|3d18446f0ed55c2707a103a692d4f7fcbfe6fddc,314117,8ab42546edc20fdf41821bd0d103cc79a1f0d8b14f16b7077c6996941724b29f
