pair_uid,seller_uid_left,seller_uid_right,review_label,split_name,split_component_id,synthetic_class,synthetic_train_only,benchmark_eligible,usable_for_supervision,usable_for_core_transfer,training_sample_weight
synthetic://step22/v1/positive/p00101/left||synthetic://step22/v1/positive/p00101/right,synthetic://step22/v1/positive/p00101/left,synthetic://step22/v1/positive/p00101/right,positive,train,step22_unlabeled_seller_7c54da84904ae30be2fd,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00102/left||synthetic://step22/v1/positive/p00102/right,synthetic://step22/v1/positive/p00102/left,synthetic://step22/v1/positive/p00102/right,positive,train,zh_target_strict_cc_e01a2866bbaf02be,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00103/left||synthetic://step22/v1/positive/p00103/right,synthetic://step22/v1/positive/p00103/left,synthetic://step22/v1/positive/p00103/right,positive,train,step22_unlabeled_seller_e755561e14ca5ba54db5,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00104/left||synthetic://step22/v1/positive/p00104/right,synthetic://step22/v1/positive/p00104/left,synthetic://step22/v1/positive/p00104/right,positive,train,step22_unlabeled_seller_70011622f9189e5d25cc,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00105/left||synthetic://step22/v1/positive/p00105/right,synthetic://step22/v1/positive/p00105/left,synthetic://step22/v1/positive/p00105/right,positive,train,step22_unlabeled_seller_f1c153de6e90bb7e29ee,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00106/left||synthetic://step22/v1/positive/p00106/right,synthetic://step22/v1/positive/p00106/left,synthetic://step22/v1/positive/p00106/right,positive,train,step22_unlabeled_seller_d31e8b5c3a92f4410a9a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00107/left||synthetic://step22/v1/positive/p00107/right,synthetic://step22/v1/positive/p00107/left,synthetic://step22/v1/positive/p00107/right,positive,train,step22_unlabeled_seller_681321d85a7942c439f7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00108/left||synthetic://step22/v1/positive/p00108/right,synthetic://step22/v1/positive/p00108/left,synthetic://step22/v1/positive/p00108/right,positive,train,step22_unlabeled_seller_b90960fa3043975ecc07,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00109/left||synthetic://step22/v1/positive/p00109/right,synthetic://step22/v1/positive/p00109/left,synthetic://step22/v1/positive/p00109/right,positive,train,step22_unlabeled_seller_239350aad901daed222b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00110/left||synthetic://step22/v1/positive/p00110/right,synthetic://step22/v1/positive/p00110/left,synthetic://step22/v1/positive/p00110/right,positive,train,zh_target_strict_cc_5ab9a9542992a12d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00111/left||synthetic://step22/v1/positive/p00111/right,synthetic://step22/v1/positive/p00111/left,synthetic://step22/v1/positive/p00111/right,positive,train,step22_unlabeled_seller_843858c804ed93d89965,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00112/left||synthetic://step22/v1/positive/p00112/right,synthetic://step22/v1/positive/p00112/left,synthetic://step22/v1/positive/p00112/right,positive,train,step22_unlabeled_seller_7b5725022ad6228c9efe,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00113/left||synthetic://step22/v1/positive/p00113/right,synthetic://step22/v1/positive/p00113/left,synthetic://step22/v1/positive/p00113/right,positive,train,step22_unlabeled_seller_2ff3f03368e5d6c8e015,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00114/left||synthetic://step22/v1/positive/p00114/right,synthetic://step22/v1/positive/p00114/left,synthetic://step22/v1/positive/p00114/right,positive,train,zh_target_strict_cc_cabde8e285b8321c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00115/left||synthetic://step22/v1/positive/p00115/right,synthetic://step22/v1/positive/p00115/left,synthetic://step22/v1/positive/p00115/right,positive,train,step22_unlabeled_seller_b20bb5b37eb5f34046ee,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00116/left||synthetic://step22/v1/positive/p00116/right,synthetic://step22/v1/positive/p00116/left,synthetic://step22/v1/positive/p00116/right,positive,train,zh_target_strict_cc_0b81a8577b9ee929,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00117/left||synthetic://step22/v1/positive/p00117/right,synthetic://step22/v1/positive/p00117/left,synthetic://step22/v1/positive/p00117/right,positive,train,step22_unlabeled_seller_f304eb8b36e9fed9bb8b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00118/left||synthetic://step22/v1/positive/p00118/right,synthetic://step22/v1/positive/p00118/left,synthetic://step22/v1/positive/p00118/right,positive,train,step22_unlabeled_seller_5ef2a1b0c6ec2eaae963,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00119/left||synthetic://step22/v1/positive/p00119/right,synthetic://step22/v1/positive/p00119/left,synthetic://step22/v1/positive/p00119/right,positive,train,step22_unlabeled_seller_83729f87f46f6ac1c366,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00120/left||synthetic://step22/v1/positive/p00120/right,synthetic://step22/v1/positive/p00120/left,synthetic://step22/v1/positive/p00120/right,positive,train,step22_unlabeled_seller_e293037fe8849e562cbe,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00121/left||synthetic://step22/v1/positive/p00121/right,synthetic://step22/v1/positive/p00121/left,synthetic://step22/v1/positive/p00121/right,positive,train,step22_unlabeled_seller_dd767f741b42f59b4cf1,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00122/left||synthetic://step22/v1/positive/p00122/right,synthetic://step22/v1/positive/p00122/left,synthetic://step22/v1/positive/p00122/right,positive,train,step22_unlabeled_seller_cb007779211e8a381fb6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00123/left||synthetic://step22/v1/positive/p00123/right,synthetic://step22/v1/positive/p00123/left,synthetic://step22/v1/positive/p00123/right,positive,train,step22_unlabeled_seller_108fa16be8249ce988f4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00124/left||synthetic://step22/v1/positive/p00124/right,synthetic://step22/v1/positive/p00124/left,synthetic://step22/v1/positive/p00124/right,positive,train,step22_unlabeled_seller_cde9f930bcb47491a6cf,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00125/left||synthetic://step22/v1/positive/p00125/right,synthetic://step22/v1/positive/p00125/left,synthetic://step22/v1/positive/p00125/right,positive,train,step22_unlabeled_seller_a77e0321d62d2c051d05,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00126/left||synthetic://step22/v1/positive/p00126/right,synthetic://step22/v1/positive/p00126/left,synthetic://step22/v1/positive/p00126/right,positive,train,step22_unlabeled_seller_6e4046624046bcbfcbaf,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00127/left||synthetic://step22/v1/positive/p00127/right,synthetic://step22/v1/positive/p00127/left,synthetic://step22/v1/positive/p00127/right,positive,train,step22_unlabeled_seller_5294028faf92a63e8fd4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00128/left||synthetic://step22/v1/positive/p00128/right,synthetic://step22/v1/positive/p00128/left,synthetic://step22/v1/positive/p00128/right,positive,train,step22_unlabeled_seller_5ed5c5257a4fea5a33c3,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00129/left||synthetic://step22/v1/positive/p00129/right,synthetic://step22/v1/positive/p00129/left,synthetic://step22/v1/positive/p00129/right,positive,train,zh_target_strict_cc_a674ba2bd68a41e6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00130/left||synthetic://step22/v1/positive/p00130/right,synthetic://step22/v1/positive/p00130/left,synthetic://step22/v1/positive/p00130/right,positive,train,step22_unlabeled_seller_83ab9fabcb709afadbc7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00131/left||synthetic://step22/v1/positive/p00131/right,synthetic://step22/v1/positive/p00131/left,synthetic://step22/v1/positive/p00131/right,positive,train,zh_target_strict_cc_dc0630210f22a74f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00132/left||synthetic://step22/v1/positive/p00132/right,synthetic://step22/v1/positive/p00132/left,synthetic://step22/v1/positive/p00132/right,positive,train,step22_unlabeled_seller_7c76afe7bced46e7953e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00133/left||synthetic://step22/v1/positive/p00133/right,synthetic://step22/v1/positive/p00133/left,synthetic://step22/v1/positive/p00133/right,positive,train,step22_unlabeled_seller_c07727b026c01576cc04,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00134/left||synthetic://step22/v1/positive/p00134/right,synthetic://step22/v1/positive/p00134/left,synthetic://step22/v1/positive/p00134/right,positive,train,zh_target_strict_cc_a075d160d8e9bceb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00135/left||synthetic://step22/v1/positive/p00135/right,synthetic://step22/v1/positive/p00135/left,synthetic://step22/v1/positive/p00135/right,positive,train,step22_unlabeled_seller_2b0181ab7da8955003ac,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00136/left||synthetic://step22/v1/positive/p00136/right,synthetic://step22/v1/positive/p00136/left,synthetic://step22/v1/positive/p00136/right,positive,train,zh_target_strict_cc_9ddda7715349ff55,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00137/left||synthetic://step22/v1/positive/p00137/right,synthetic://step22/v1/positive/p00137/left,synthetic://step22/v1/positive/p00137/right,positive,train,step22_unlabeled_seller_9a9cd209cefecbb09f7b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00138/left||synthetic://step22/v1/positive/p00138/right,synthetic://step22/v1/positive/p00138/left,synthetic://step22/v1/positive/p00138/right,positive,train,step22_unlabeled_seller_186fd0489c05493288d5,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00139/left||synthetic://step22/v1/positive/p00139/right,synthetic://step22/v1/positive/p00139/left,synthetic://step22/v1/positive/p00139/right,positive,train,step22_unlabeled_seller_65e5dac5779cebae09b1,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00140/left||synthetic://step22/v1/positive/p00140/right,synthetic://step22/v1/positive/p00140/left,synthetic://step22/v1/positive/p00140/right,positive,train,step22_unlabeled_seller_41f24c77eaae683e4f04,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00141/left||synthetic://step22/v1/positive/p00141/right,synthetic://step22/v1/positive/p00141/left,synthetic://step22/v1/positive/p00141/right,positive,train,step22_unlabeled_seller_f26e879fcb8f676255d8,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00142/left||synthetic://step22/v1/positive/p00142/right,synthetic://step22/v1/positive/p00142/left,synthetic://step22/v1/positive/p00142/right,positive,train,step22_unlabeled_seller_15003ca153e51e7c49b0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00143/left||synthetic://step22/v1/positive/p00143/right,synthetic://step22/v1/positive/p00143/left,synthetic://step22/v1/positive/p00143/right,positive,train,zh_target_strict_cc_f65cdcbf3ab490cb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00144/left||synthetic://step22/v1/positive/p00144/right,synthetic://step22/v1/positive/p00144/left,synthetic://step22/v1/positive/p00144/right,positive,train,step22_unlabeled_seller_e4555be316cd2c42020e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00145/left||synthetic://step22/v1/positive/p00145/right,synthetic://step22/v1/positive/p00145/left,synthetic://step22/v1/positive/p00145/right,positive,train,step22_unlabeled_seller_b60a268094379ea15d95,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00146/left||synthetic://step22/v1/positive/p00146/right,synthetic://step22/v1/positive/p00146/left,synthetic://step22/v1/positive/p00146/right,positive,train,step22_unlabeled_seller_bdb9e3539bf34f0e5495,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00147/left||synthetic://step22/v1/positive/p00147/right,synthetic://step22/v1/positive/p00147/left,synthetic://step22/v1/positive/p00147/right,positive,train,zh_target_strict_cc_121ca4c8ff35556e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00148/left||synthetic://step22/v1/positive/p00148/right,synthetic://step22/v1/positive/p00148/left,synthetic://step22/v1/positive/p00148/right,positive,train,step22_unlabeled_seller_d78b0bee446aaa939049,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00149/left||synthetic://step22/v1/positive/p00149/right,synthetic://step22/v1/positive/p00149/left,synthetic://step22/v1/positive/p00149/right,positive,train,zh_target_strict_cc_6c892e776bb10ae4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00150/left||synthetic://step22/v1/positive/p00150/right,synthetic://step22/v1/positive/p00150/left,synthetic://step22/v1/positive/p00150/right,positive,train,step22_unlabeled_seller_313289b287955c83be36,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00151/left||synthetic://step22/v1/positive/p00151/right,synthetic://step22/v1/positive/p00151/left,synthetic://step22/v1/positive/p00151/right,positive,train,step22_unlabeled_seller_46dec7c0a0d94e254d0b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00152/left||synthetic://step22/v1/positive/p00152/right,synthetic://step22/v1/positive/p00152/left,synthetic://step22/v1/positive/p00152/right,positive,train,step22_unlabeled_seller_af8685fcec7444342472,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00153/left||synthetic://step22/v1/positive/p00153/right,synthetic://step22/v1/positive/p00153/left,synthetic://step22/v1/positive/p00153/right,positive,train,step22_unlabeled_seller_20c5244621f4d63e764d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00154/left||synthetic://step22/v1/positive/p00154/right,synthetic://step22/v1/positive/p00154/left,synthetic://step22/v1/positive/p00154/right,positive,train,step22_unlabeled_seller_b6b0f8d91558b6adf001,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00155/left||synthetic://step22/v1/positive/p00155/right,synthetic://step22/v1/positive/p00155/left,synthetic://step22/v1/positive/p00155/right,positive,train,step22_unlabeled_seller_f55263d9d4e87f5dce93,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00156/left||synthetic://step22/v1/positive/p00156/right,synthetic://step22/v1/positive/p00156/left,synthetic://step22/v1/positive/p00156/right,positive,train,step22_unlabeled_seller_bc256501bfe8b3427764,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00157/left||synthetic://step22/v1/positive/p00157/right,synthetic://step22/v1/positive/p00157/left,synthetic://step22/v1/positive/p00157/right,positive,train,step22_unlabeled_seller_06d1f4567a87d8badce7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00158/left||synthetic://step22/v1/positive/p00158/right,synthetic://step22/v1/positive/p00158/left,synthetic://step22/v1/positive/p00158/right,positive,train,zh_target_strict_cc_52557091d1ce932e,same_seller_split_positive,1,0,1,0,1.000000000000
