synthetic_pair_uid,synthetic_class,source_parent_seller_uid_left,source_parent_seller_uid_right,source_parent_pair_uid,parent_component_id,parent_evidence_type,independent_source_unit,real_cross_account_sockpuppet_relation,synthetic_train_only,benchmark_eligible,left_item_count,right_item_count
synthetic://step22/v1/positive/p00074/left||synthetic://step22/v1/positive/p00074/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:63755,market_item.xlsx|中文暗网交易市场|seller_raw:63755,,step22_unlabeled_seller_88f866af38877a9b9bce,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:63755,0,1,0,6,9
synthetic://step22/v1/positive/p00075/left||synthetic://step22/v1/positive/p00075/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:32791,market_item.xlsx|中文暗网交易市场|seller_raw:32791,,step22_unlabeled_seller_aaf75f2a5353a20d98b4,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:32791,0,1,0,3,5
synthetic://step22/v1/positive/p00076/left||synthetic://step22/v1/positive/p00076/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:53255,market_item.xlsx|中文暗网交易市场|seller_raw:53255,,step22_unlabeled_seller_e72f548731ee00c6fc2c,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:53255,0,1,0,5,7
synthetic://step22/v1/positive/p00077/left||synthetic://step22/v1/positive/p00077/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:22339,market_item.xlsx|中文暗网交易市场|seller_raw:22339,,step22_unlabeled_seller_1574fa274025959ea059,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:22339,0,1,0,4,3
synthetic://step22/v1/positive/p00078/left||synthetic://step22/v1/positive/p00078/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/394955,market_item.xlsx|茶马古道|seller_raw:/shop/394955,,step22_unlabeled_seller_09f0282425c7d17b04cf,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/394955,0,1,0,6,6
synthetic://step22/v1/positive/p00079/left||synthetic://step22/v1/positive/p00079/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/430497,market_item.xlsx|茶马古道|seller_raw:/shop/430497,,step22_unlabeled_seller_ff3eb74ef60da61e7e6b,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/430497,0,1,0,5,5
synthetic://step22/v1/positive/p00080/left||synthetic://step22/v1/positive/p00080/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/402602,market_item.xlsx|茶马古道|seller_raw:/shop/402602,,zh_target_strict_cc_1234aba824302a63,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/402602,0,1,0,6,6
synthetic://step22/v1/positive/p00081/left||synthetic://step22/v1/positive/p00081/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:81892,market_item.xlsx|中文暗网交易市场|seller_raw:81892,,step22_unlabeled_seller_f1c0a9ab7714afd522b5,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:81892,0,1,0,4,5
synthetic://step22/v1/positive/p00082/left||synthetic://step22/v1/positive/p00082/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:504534,market_item.xlsx|中文暗网交易市场|seller_raw:504534,,step22_unlabeled_seller_d116ebee1c1414394699,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:504534,0,1,0,4,5
synthetic://step22/v1/positive/p00083/left||synthetic://step22/v1/positive/p00083/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:77409,market_item.xlsx|中文暗网交易市场|seller_raw:77409,,step22_unlabeled_seller_99bd36f96667d86db5f3,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:77409,0,1,0,3,6
synthetic://step22/v1/positive/p00084/left||synthetic://step22/v1/positive/p00084/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:505478,market_item.xlsx|中文暗网交易市场|seller_raw:505478,,step22_unlabeled_seller_ce0c01222ac76c5b579c,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:505478,0,1,0,3,3
synthetic://step22/v1/positive/p00085/left||synthetic://step22/v1/positive/p00085/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/415251,market_item.xlsx|茶马古道|seller_raw:/shop/415251,,zh_target_strict_cc_52e8a0292a9fd43e,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/415251,0,1,0,3,3
synthetic://step22/v1/positive/p00086/left||synthetic://step22/v1/positive/p00086/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:35704,market_item.xlsx|中文暗网交易市场|seller_raw:35704,,step22_unlabeled_seller_b5f7c58ab7e44768f99e,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:35704,0,1,0,5,7
synthetic://step22/v1/positive/p00087/left||synthetic://step22/v1/positive/p00087/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/404772,market_item.xlsx|茶马古道|seller_raw:/shop/404772,,zh_target_strict_cc_3b05f980bd46ca48,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/404772,0,1,0,6,6
synthetic://step22/v1/positive/p00088/left||synthetic://step22/v1/positive/p00088/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/5592,market_item.xlsx|茶马古道|seller_raw:/shop/5592,,step22_unlabeled_seller_021af06e20e90681cc53,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/5592,0,1,0,6,4
synthetic://step22/v1/positive/p00089/left||synthetic://step22/v1/positive/p00089/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:631954,market_item.xlsx|中文暗网交易市场|seller_raw:631954,,step22_unlabeled_seller_be3c9ed8ab2dba8f5a52,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:631954,0,1,0,6,5
synthetic://step22/v1/positive/p00090/left||synthetic://step22/v1/positive/p00090/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704,,zh_target_strict_cc_2e5c7caaf65dd8e0,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/425704,0,1,0,3,3
synthetic://step22/v1/positive/p00091/left||synthetic://step22/v1/positive/p00091/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:65706,market_item.xlsx|中文暗网交易市场|seller_raw:65706,,zh_target_strict_cc_91bfa095c1c39ade,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:65706,0,1,0,4,4
synthetic://step22/v1/positive/p00092/left||synthetic://step22/v1/positive/p00092/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/429753,market_item.xlsx|茶马古道|seller_raw:/shop/429753,,step22_unlabeled_seller_42f85ba0ecb92018a6f7,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/429753,0,1,0,6,6
synthetic://step22/v1/positive/p00093/left||synthetic://step22/v1/positive/p00093/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:524089,market_item.xlsx|中文暗网交易市场|seller_raw:524089,,step22_unlabeled_seller_85ade97471d12359403e,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:524089,0,1,0,3,3
synthetic://step22/v1/positive/p00094/left||synthetic://step22/v1/positive/p00094/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:92721,market_item.xlsx|中文暗网交易市场|seller_raw:92721,,step22_unlabeled_seller_e640330291fa39ed50dd,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:92721,0,1,0,5,7
synthetic://step22/v1/positive/p00095/left||synthetic://step22/v1/positive/p00095/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:569984,market_item.xlsx|中文暗网交易市场|seller_raw:569984,,zh_target_strict_cc_c16a6406195c4f1c,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:569984,0,1,0,7,6
synthetic://step22/v1/positive/p00096/left||synthetic://step22/v1/positive/p00096/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/399807,market_item.xlsx|茶马古道|seller_raw:/shop/399807,,zh_target_strict_cc_2e5c7caaf65dd8e0,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/399807,0,1,0,3,4
synthetic://step22/v1/positive/p00097/left||synthetic://step22/v1/positive/p00097/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/415629,market_item.xlsx|茶马古道|seller_raw:/shop/415629,,step22_unlabeled_seller_deb76325bc7fe3918d8d,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/415629,0,1,0,4,5
synthetic://step22/v1/positive/p00098/left||synthetic://step22/v1/positive/p00098/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/445546,market_item.xlsx|茶马古道|seller_raw:/shop/445546,,step22_unlabeled_seller_9617fd0a9e36c86142e4,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/445546,0,1,0,4,4
synthetic://step22/v1/positive/p00099/left||synthetic://step22/v1/positive/p00099/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/432213,market_item.xlsx|茶马古道|seller_raw:/shop/432213,,step22_unlabeled_seller_6dbaddea45ffa408b075,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/432213,0,1,0,8,6
synthetic://step22/v1/positive/p00100/left||synthetic://step22/v1/positive/p00100/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/427391,market_item.xlsx|茶马古道|seller_raw:/shop/427391,,step22_unlabeled_seller_f06bdbf47023c027c18f,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/427391,0,1,0,5,7
synthetic://step22/v1/positive/p00101/left||synthetic://step22/v1/positive/p00101/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:546132,market_item.xlsx|中文暗网交易市场|seller_raw:546132,,step22_unlabeled_seller_7c54da84904ae30be2fd,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:546132,0,1,0,5,6
synthetic://step22/v1/positive/p00102/left||synthetic://step22/v1/positive/p00102/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/402697,market_item.xlsx|茶马古道|seller_raw:/shop/402697,,zh_target_strict_cc_e01a2866bbaf02be,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/402697,0,1,0,6,6
synthetic://step22/v1/positive/p00103/left||synthetic://step22/v1/positive/p00103/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:436864,market_item.xlsx|中文暗网交易市场|seller_raw:436864,,step22_unlabeled_seller_e755561e14ca5ba54db5,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:436864,0,1,0,5,6
synthetic://step22/v1/positive/p00104/left||synthetic://step22/v1/positive/p00104/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:344652,market_item.xlsx|中文暗网交易市场|seller_raw:344652,,step22_unlabeled_seller_70011622f9189e5d25cc,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:344652,0,1,0,7,5
synthetic://step22/v1/positive/p00105/left||synthetic://step22/v1/positive/p00105/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:64396,market_item.xlsx|中文暗网交易市场|seller_raw:64396,,step22_unlabeled_seller_f1c153de6e90bb7e29ee,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:64396,0,1,0,7,7
synthetic://step22/v1/positive/p00106/left||synthetic://step22/v1/positive/p00106/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/435345,market_item.xlsx|茶马古道|seller_raw:/shop/435345,,step22_unlabeled_seller_d31e8b5c3a92f4410a9a,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/435345,0,1,0,3,3
synthetic://step22/v1/positive/p00107/left||synthetic://step22/v1/positive/p00107/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:176839,market_item.xlsx|中文暗网交易市场|seller_raw:176839,,step22_unlabeled_seller_681321d85a7942c439f7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:176839,0,1,0,6,6
synthetic://step22/v1/positive/p00108/left||synthetic://step22/v1/positive/p00108/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:96873,market_item.xlsx|中文暗网交易市场|seller_raw:96873,,step22_unlabeled_seller_b90960fa3043975ecc07,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:96873,0,1,0,6,6
synthetic://step22/v1/positive/p00109/left||synthetic://step22/v1/positive/p00109/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/437551,market_item.xlsx|茶马古道|seller_raw:/shop/437551,,step22_unlabeled_seller_239350aad901daed222b,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/437551,0,1,0,5,7
synthetic://step22/v1/positive/p00110/left||synthetic://step22/v1/positive/p00110/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:81135,market_item.xlsx|中文暗网交易市场|seller_raw:81135,,zh_target_strict_cc_5ab9a9542992a12d,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:81135,0,1,0,3,4
synthetic://step22/v1/positive/p00111/left||synthetic://step22/v1/positive/p00111/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:43418,market_item.xlsx|中文暗网交易市场|seller_raw:43418,,step22_unlabeled_seller_843858c804ed93d89965,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:43418,0,1,0,7,5
synthetic://step22/v1/positive/p00112/left||synthetic://step22/v1/positive/p00112/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/413172,market_item.xlsx|茶马古道|seller_raw:/shop/413172,,step22_unlabeled_seller_7b5725022ad6228c9efe,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/413172,0,1,0,5,8
synthetic://step22/v1/positive/p00113/left||synthetic://step22/v1/positive/p00113/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/414162,market_item.xlsx|茶马古道|seller_raw:/shop/414162,,step22_unlabeled_seller_2ff3f03368e5d6c8e015,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/414162,0,1,0,5,7
synthetic://step22/v1/positive/p00114/left||synthetic://step22/v1/positive/p00114/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/1239,market_item.xlsx|茶马古道|seller_raw:/shop/1239,,zh_target_strict_cc_cabde8e285b8321c,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/1239,0,1,0,4,6
synthetic://step22/v1/positive/p00115/left||synthetic://step22/v1/positive/p00115/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:522959,market_item.xlsx|中文暗网交易市场|seller_raw:522959,,step22_unlabeled_seller_b20bb5b37eb5f34046ee,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:522959,0,1,0,6,5
synthetic://step22/v1/positive/p00116/left||synthetic://step22/v1/positive/p00116/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/403730,market_item.xlsx|茶马古道|seller_raw:/shop/403730,,zh_target_strict_cc_0b81a8577b9ee929,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/403730,0,1,0,6,12
synthetic://step22/v1/positive/p00117/left||synthetic://step22/v1/positive/p00117/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:567340,market_item.xlsx|中文暗网交易市场|seller_raw:567340,,step22_unlabeled_seller_f304eb8b36e9fed9bb8b,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:567340,0,1,0,3,3
synthetic://step22/v1/positive/p00118/left||synthetic://step22/v1/positive/p00118/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:81922,market_item.xlsx|中文暗网交易市场|seller_raw:81922,,step22_unlabeled_seller_5ef2a1b0c6ec2eaae963,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:81922,0,1,0,6,6
